dataset,method,upset_simple_mean,upset_simple_std,upset_naive_mean,upset_naive_std,upset_ratio_mean,upset_ratio_std,runtime_sec_mean,runtime_sec_std
Basketball_temporal/1985,OURS_MFAS,0.62,0.0,0.16,0.0,0.56,0.0,0.68,0.0
Basketball_temporal/1985,OURS_MFAS_INS1,0.62,0.0,0.16,0.0,0.56,0.0,0.68,0.0
Basketball_temporal/1985,OURS_MFAS_INS2,0.62,0.0,0.16,0.0,0.56,0.0,0.68,0.0
Basketball_temporal/1985,OURS_MFAS_INS3,0.62,0.0,0.16,0.0,0.56,0.0,0.68,0.0
Basketball_temporal/1985,PageRank,1.92,0.0,0.48,0.0,1.32,0.0,0.01,0.0
Basketball_temporal/1985,SVD_NRS,0.62,0.0,0.16,0.0,0.56,0.0,0.67,0.0
Basketball_temporal/1985,SVD_RS,0.86,0.0,0.22,0.0,0.63,0.0,0.01,0.0
Basketball_temporal/1985,SpringRank,1.62,0.0,0.4,0.0,0.86,0.0,0.32,0.0
Basketball_temporal/1985,btl,0.75,0.0,0.19,0.0,0.62,0.0,0.0,0.0
Basketball_temporal/1985,davidScore,0.89,0.0,0.22,0.0,0.67,0.17,0.01,0.0
Basketball_temporal/1985,eigenvectorCentrality,0.91,0.0,0.23,0.0,0.55,0.0,0.0,0.0
Basketball_temporal/1985,rankCentrality,1.0,0.0,0.25,0.0,0.67,0.0,0.0,0.0
Basketball_temporal/1985,serialRank,0.93,0.08,0.23,0.02,0.54,0.04,0.63,1.81
Basketball_temporal/1985,syncRank,2.11,0.0,0.53,0.0,0.86,0.0,0.01,0.0
Basketball_temporal/1986,OURS_MFAS,0.62,0.0,0.15,0.0,0.56,0.0,0.71,0.0
Basketball_temporal/1986,OURS_MFAS_INS1,0.62,0.0,0.15,0.0,0.56,0.0,0.71,0.0
Basketball_temporal/1986,OURS_MFAS_INS2,0.62,0.0,0.15,0.0,0.56,0.0,0.71,0.0
Basketball_temporal/1986,OURS_MFAS_INS3,0.62,0.0,0.15,0.0,0.56,0.0,0.71,0.0
Basketball_temporal/1986,PageRank,1.96,0.0,0.49,0.0,1.31,0.0,0.01,0.0
Basketball_temporal/1986,SVD_NRS,0.62,0.0,0.15,0.0,0.56,0.0,0.71,0.0
Basketball_temporal/1986,SVD_RS,0.86,0.0,0.21,0.0,0.63,0.0,0.01,0.0
Basketball_temporal/1986,SpringRank,1.79,0.0,0.45,0.0,0.85,0.0,0.32,0.0
Basketball_temporal/1986,btl,0.78,0.0,0.19,0.0,0.61,0.0,0.0,0.0
Basketball_temporal/1986,davidScore,0.89,0.0,0.22,0.0,0.73,0.16,0.01,0.0
Basketball_temporal/1986,eigenvectorCentrality,0.88,0.0,0.22,0.0,0.54,0.0,0.0,0.0
Basketball_temporal/1986,rankCentrality,1.09,0.0,0.27,0.0,0.75,0.0,0.0,0.0
Basketball_temporal/1986,serialRank,0.96,0.02,0.24,0.01,0.54,0.01,0.03,0.0
Basketball_temporal/1986,syncRank,1.99,0.0,0.5,0.0,0.86,0.0,0.01,0.0
Basketball_temporal/1987,OURS_MFAS,0.66,0.0,0.16,0.0,0.58,0.0,0.74,0.0
Basketball_temporal/1987,OURS_MFAS_INS1,0.66,0.0,0.16,0.0,0.58,0.0,0.74,0.0
Basketball_temporal/1987,OURS_MFAS_INS2,0.66,0.0,0.16,0.0,0.58,0.0,0.74,0.0
Basketball_temporal/1987,OURS_MFAS_INS3,0.66,0.0,0.16,0.0,0.58,0.0,0.74,0.0
Basketball_temporal/1987,PageRank,1.94,0.0,0.48,0.0,1.37,0.0,0.02,0.0
Basketball_temporal/1987,SVD_NRS,0.66,0.0,0.16,0.0,0.58,0.0,0.73,0.0
Basketball_temporal/1987,SVD_RS,0.91,0.0,0.23,0.0,0.68,0.0,0.01,0.0
Basketball_temporal/1987,SpringRank,1.79,0.0,0.45,0.0,0.86,0.0,0.33,0.0
Basketball_temporal/1987,btl,0.85,0.0,0.21,0.0,0.65,0.0,0.0,0.0
Basketball_temporal/1987,davidScore,0.99,0.0,0.25,0.0,0.7,0.15,0.01,0.0
Basketball_temporal/1987,eigenvectorCentrality,0.9,0.0,0.22,0.0,0.56,0.0,0.0,0.0
Basketball_temporal/1987,rankCentrality,0.99,0.0,0.25,0.0,0.7,0.0,0.0,0.0
Basketball_temporal/1987,serialRank,0.99,0.02,0.25,0.0,0.57,0.01,0.03,0.0
Basketball_temporal/1987,syncRank,1.88,0.0,0.47,0.0,0.86,0.0,0.01,0.0
Basketball_temporal/1988,OURS_MFAS,0.63,0.0,0.16,0.0,0.57,0.0,0.75,0.0
Basketball_temporal/1988,OURS_MFAS_INS1,0.63,0.0,0.16,0.0,0.57,0.0,0.74,0.0
Basketball_temporal/1988,OURS_MFAS_INS2,0.63,0.0,0.16,0.0,0.57,0.0,0.75,0.0
Basketball_temporal/1988,OURS_MFAS_INS3,0.63,0.0,0.16,0.0,0.57,0.0,0.75,0.0
Basketball_temporal/1988,PageRank,1.93,0.0,0.48,0.0,1.33,0.0,0.02,0.0
Basketball_temporal/1988,SVD_NRS,0.63,0.0,0.16,0.0,0.57,0.0,0.74,0.0
Basketball_temporal/1988,SVD_RS,0.83,0.0,0.21,0.0,0.63,0.0,0.01,0.0
Basketball_temporal/1988,SpringRank,1.73,0.2,0.43,0.05,0.85,0.03,0.33,0.0
Basketball_temporal/1988,btl,0.77,0.0,0.19,0.0,0.59,0.0,0.0,0.0
Basketball_temporal/1988,davidScore,0.87,0.0,0.22,0.0,0.66,0.18,0.01,0.0
Basketball_temporal/1988,eigenvectorCentrality,0.85,0.0,0.21,0.0,0.54,0.0,0.0,0.0
Basketball_temporal/1988,rankCentrality,0.97,0.0,0.24,0.0,0.7,0.0,0.0,0.0
Basketball_temporal/1988,serialRank,0.92,0.03,0.23,0.01,0.53,0.01,0.03,0.0
Basketball_temporal/1988,syncRank,1.91,0.0,0.48,0.0,0.86,0.0,0.01,0.0
Basketball_temporal/1989,OURS_MFAS,0.63,0.0,0.16,0.0,0.57,0.0,0.81,0.0
Basketball_temporal/1989,OURS_MFAS_INS1,0.63,0.0,0.16,0.0,0.57,0.0,0.81,0.0
Basketball_temporal/1989,OURS_MFAS_INS2,0.63,0.0,0.16,0.0,0.57,0.0,0.81,0.0
Basketball_temporal/1989,OURS_MFAS_INS3,0.63,0.0,0.16,0.0,0.57,0.0,0.81,0.0
Basketball_temporal/1989,PageRank,1.87,0.0,0.47,0.0,1.34,0.0,0.02,0.0
Basketball_temporal/1989,SVD_NRS,0.63,0.0,0.16,0.0,0.57,0.0,0.8,0.0
Basketball_temporal/1989,SVD_RS,0.9,0.0,0.23,0.0,0.66,0.0,0.01,0.0
Basketball_temporal/1989,SpringRank,1.74,0.0,0.44,0.0,0.87,0.0,0.34,0.0
Basketball_temporal/1989,btl,0.77,0.0,0.19,0.0,0.63,0.0,0.0,0.0
Basketball_temporal/1989,davidScore,0.82,0.0,0.2,0.0,0.62,0.18,0.01,0.0
Basketball_temporal/1989,eigenvectorCentrality,0.85,0.0,0.21,0.0,0.55,0.0,0.0,0.0
Basketball_temporal/1989,rankCentrality,0.98,0.0,0.25,0.0,0.7,0.0,0.0,0.0
Basketball_temporal/1989,serialRank,0.94,0.02,0.24,0.01,0.55,0.01,0.03,0.0
Basketball_temporal/1989,syncRank,1.86,0.0,0.47,0.0,0.87,0.0,0.01,0.0
Basketball_temporal/1990,OURS_MFAS,0.6,0.0,0.15,0.0,0.56,0.0,0.8,0.0
Basketball_temporal/1990,OURS_MFAS_INS1,0.6,0.0,0.15,0.0,0.56,0.0,0.8,0.0
Basketball_temporal/1990,OURS_MFAS_INS2,0.6,0.0,0.15,0.0,0.56,0.0,0.8,0.0
Basketball_temporal/1990,OURS_MFAS_INS3,0.6,0.0,0.15,0.0,0.56,0.0,0.8,0.0
Basketball_temporal/1990,PageRank,1.91,0.14,0.51,0.07,1.35,0.0,0.02,0.0
Basketball_temporal/1990,SVD_NRS,0.6,0.0,0.15,0.0,0.56,0.0,0.8,0.0
Basketball_temporal/1990,SVD_RS,0.85,0.0,0.21,0.0,0.62,0.0,0.01,0.0
Basketball_temporal/1990,SpringRank,1.68,0.0,0.42,0.0,0.86,0.0,0.33,0.0
Basketball_temporal/1990,btl,0.78,0.0,0.2,0.0,0.62,0.0,0.0,0.0
Basketball_temporal/1990,davidScore,0.9,0.0,0.23,0.0,0.74,0.16,0.01,0.0
Basketball_temporal/1990,eigenvectorCentrality,0.88,0.0,0.22,0.0,0.55,0.0,0.0,0.0
Basketball_temporal/1990,rankCentrality,0.91,0.0,0.23,0.0,0.65,0.0,0.0,0.0
Basketball_temporal/1990,serialRank,0.89,0.08,0.22,0.02,0.51,0.05,0.26,0.47
Basketball_temporal/1990,syncRank,1.94,0.0,0.48,0.0,0.87,0.0,0.01,0.0
Basketball_temporal/1991,OURS_MFAS,0.64,0.0,0.16,0.0,0.56,0.0,0.87,0.0
Basketball_temporal/1991,OURS_MFAS_INS1,0.64,0.0,0.16,0.0,0.56,0.0,0.87,0.0
Basketball_temporal/1991,OURS_MFAS_INS2,0.64,0.0,0.16,0.0,0.56,0.0,0.87,0.0
Basketball_temporal/1991,OURS_MFAS_INS3,0.64,0.0,0.16,0.0,0.56,0.0,0.87,0.0
Basketball_temporal/1991,PageRank,1.95,0.0,0.49,0.0,1.34,0.0,0.02,0.0
Basketball_temporal/1991,SVD_NRS,0.64,0.0,0.16,0.0,0.56,0.0,0.87,0.0
Basketball_temporal/1991,SVD_RS,0.9,0.0,0.22,0.0,0.63,0.0,0.01,0.0
Basketball_temporal/1991,SpringRank,1.8,0.0,0.45,0.0,0.86,0.0,0.34,0.0
Basketball_temporal/1991,btl,0.77,0.0,0.19,0.0,0.64,0.0,0.0,0.0
Basketball_temporal/1991,davidScore,0.86,0.0,0.22,0.0,0.59,0.16,0.01,0.0
Basketball_temporal/1991,eigenvectorCentrality,0.84,0.0,0.21,0.0,0.55,0.0,0.0,0.0
Basketball_temporal/1991,rankCentrality,1.0,0.0,0.25,0.0,0.68,0.0,0.0,0.0
Basketball_temporal/1991,serialRank,0.92,0.07,0.23,0.02,0.53,0.03,0.16,0.38
Basketball_temporal/1991,syncRank,2.03,0.0,0.51,0.0,0.87,0.0,0.01,0.0
Basketball_temporal/1992,OURS_MFAS,0.63,0.0,0.16,0.0,0.55,0.0,0.86,0.0
Basketball_temporal/1992,OURS_MFAS_INS1,0.63,0.0,0.16,0.0,0.55,0.0,0.86,0.0
Basketball_temporal/1992,OURS_MFAS_INS2,0.63,0.0,0.16,0.0,0.55,0.0,0.86,0.0
Basketball_temporal/1992,OURS_MFAS_INS3,0.63,0.0,0.16,0.0,0.55,0.0,0.86,0.0
Basketball_temporal/1992,PageRank,2.0,0.0,0.5,0.0,1.35,0.0,0.01,0.0
Basketball_temporal/1992,SVD_NRS,0.63,0.0,0.16,0.0,0.56,0.0,0.85,0.0
Basketball_temporal/1992,SVD_RS,0.84,0.0,0.21,0.0,0.61,0.0,0.01,0.0
Basketball_temporal/1992,SpringRank,1.74,0.0,0.43,0.0,0.87,0.0,0.35,0.0
Basketball_temporal/1992,btl,0.72,0.0,0.18,0.0,0.59,0.0,0.0,0.0
Basketball_temporal/1992,davidScore,0.84,0.0,0.21,0.0,0.62,0.18,0.01,0.0
Basketball_temporal/1992,eigenvectorCentrality,0.8,0.0,0.2,0.0,0.54,0.0,0.0,0.0
Basketball_temporal/1992,rankCentrality,0.96,0.0,0.24,0.0,0.7,0.0,0.0,0.0
Basketball_temporal/1992,serialRank,0.86,0.1,0.21,0.02,0.5,0.06,0.53,0.77
Basketball_temporal/1992,syncRank,1.89,0.0,0.47,0.0,0.87,0.0,0.01,0.0
Basketball_temporal/1993,OURS_MFAS,0.62,0.0,0.16,0.0,0.57,0.0,0.76,0.0
Basketball_temporal/1993,OURS_MFAS_INS1,0.62,0.0,0.16,0.0,0.57,0.0,0.77,0.0
Basketball_temporal/1993,OURS_MFAS_INS2,0.62,0.0,0.16,0.0,0.57,0.0,0.77,0.0
Basketball_temporal/1993,OURS_MFAS_INS3,0.62,0.0,0.16,0.0,0.57,0.0,0.76,0.0
Basketball_temporal/1993,PageRank,1.93,0.0,0.48,0.0,1.28,0.0,0.02,0.0
Basketball_temporal/1993,SVD_NRS,0.62,0.0,0.16,0.0,0.57,0.0,0.76,0.0
Basketball_temporal/1993,SVD_RS,0.86,0.0,0.21,0.0,0.62,0.0,0.01,0.0
Basketball_temporal/1993,SpringRank,1.68,0.0,0.42,0.0,0.86,0.0,0.34,0.0
Basketball_temporal/1993,btl,0.74,0.0,0.19,0.0,0.6,0.0,0.0,0.0
Basketball_temporal/1993,davidScore,0.83,0.0,0.21,0.0,0.58,0.17,0.01,0.0
Basketball_temporal/1993,eigenvectorCentrality,0.85,0.0,0.21,0.0,0.52,0.0,0.0,0.0
Basketball_temporal/1993,rankCentrality,0.99,0.0,0.25,0.0,0.68,0.0,0.0,0.0
Basketball_temporal/1993,serialRank,0.88,0.06,0.22,0.02,0.51,0.03,0.18,0.45
Basketball_temporal/1993,syncRank,2.04,0.0,0.51,0.0,0.86,0.0,0.01,0.0
Basketball_temporal/1994,OURS_MFAS,0.61,0.0,0.15,0.0,0.56,0.0,0.8,0.0
Basketball_temporal/1994,OURS_MFAS_INS1,0.61,0.0,0.15,0.0,0.56,0.0,0.8,0.0
Basketball_temporal/1994,OURS_MFAS_INS2,0.61,0.0,0.15,0.0,0.56,0.0,0.8,0.0
Basketball_temporal/1994,OURS_MFAS_INS3,0.61,0.0,0.15,0.0,0.56,0.0,0.8,0.0
Basketball_temporal/1994,PageRank,2.04,0.0,0.51,0.0,1.35,0.0,0.02,0.0
Basketball_temporal/1994,SVD_NRS,0.61,0.0,0.15,0.0,0.56,0.0,0.8,0.0
Basketball_temporal/1994,SVD_RS,0.84,0.0,0.21,0.0,0.6,0.0,0.01,0.0
Basketball_temporal/1994,SpringRank,1.67,0.0,0.42,0.0,0.86,0.0,0.34,0.0
Basketball_temporal/1994,btl,0.74,0.0,0.18,0.0,0.59,0.0,0.0,0.0
Basketball_temporal/1994,davidScore,0.82,0.0,0.2,0.0,0.61,0.19,0.01,0.0
Basketball_temporal/1994,eigenvectorCentrality,0.83,0.0,0.21,0.0,0.53,0.0,0.0,0.0
Basketball_temporal/1994,rankCentrality,0.9,0.0,0.23,0.0,0.61,0.0,0.0,0.0
Basketball_temporal/1994,serialRank,0.77,0.09,0.19,0.02,0.43,0.05,0.98,0.62
Basketball_temporal/1994,syncRank,2.0,0.0,0.5,0.0,0.86,0.0,0.01,0.0
Basketball_temporal/1995,OURS_MFAS,0.64,0.0,0.16,0.0,0.57,0.0,0.83,0.0
Basketball_temporal/1995,OURS_MFAS_INS1,0.65,0.0,0.16,0.0,0.57,0.0,0.83,0.0
Basketball_temporal/1995,OURS_MFAS_INS2,0.64,0.0,0.16,0.0,0.57,0.0,0.83,0.0
Basketball_temporal/1995,OURS_MFAS_INS3,0.64,0.0,0.16,0.0,0.57,0.0,0.83,0.0
Basketball_temporal/1995,PageRank,1.91,0.2,0.55,0.09,1.36,0.0,0.02,0.0
Basketball_temporal/1995,SVD_NRS,0.65,0.0,0.16,0.0,0.57,0.0,0.83,0.0
Basketball_temporal/1995,SVD_RS,0.86,0.0,0.22,0.0,0.61,0.0,0.01,0.0
Basketball_temporal/1995,SpringRank,1.82,0.13,0.46,0.03,0.85,0.01,0.35,0.0
Basketball_temporal/1995,btl,0.78,0.0,0.19,0.0,0.59,0.0,0.0,0.0
Basketball_temporal/1995,davidScore,0.83,0.0,0.21,0.0,0.65,0.18,0.01,0.0
Basketball_temporal/1995,eigenvectorCentrality,0.87,0.0,0.22,0.0,0.53,0.0,0.0,0.0
Basketball_temporal/1995,rankCentrality,0.94,0.0,0.24,0.0,0.64,0.0,0.0,0.0
Basketball_temporal/1995,serialRank,0.84,0.1,0.21,0.02,0.47,0.06,0.57,0.54
Basketball_temporal/1995,syncRank,1.88,0.0,0.47,0.0,0.86,0.0,0.01,0.0
Basketball_temporal/1996,OURS_MFAS,0.69,0.0,0.17,0.0,0.58,0.0,0.91,0.01
Basketball_temporal/1996,OURS_MFAS_INS1,0.69,0.0,0.17,0.0,0.58,0.0,0.86,0.0
Basketball_temporal/1996,OURS_MFAS_INS2,0.69,0.0,0.17,0.0,0.58,0.0,0.86,0.0
Basketball_temporal/1996,OURS_MFAS_INS3,0.69,0.0,0.17,0.0,0.58,0.0,0.91,0.01
Basketball_temporal/1996,PageRank,2.05,0.0,0.51,0.0,1.35,0.0,0.02,0.0
Basketball_temporal/1996,SVD_NRS,0.69,0.0,0.17,0.0,0.58,0.0,0.85,0.0
Basketball_temporal/1996,SVD_RS,0.95,0.0,0.24,0.0,0.68,0.0,0.01,0.0
Basketball_temporal/1996,SpringRank,1.67,0.0,0.42,0.0,0.86,0.0,0.35,0.0
Basketball_temporal/1996,btl,0.81,0.0,0.2,0.0,0.65,0.0,0.0,0.0
Basketball_temporal/1996,davidScore,0.9,0.0,0.23,0.0,0.64,0.16,0.01,0.0
Basketball_temporal/1996,eigenvectorCentrality,0.92,0.0,0.23,0.0,0.56,0.0,0.0,0.0
Basketball_temporal/1996,rankCentrality,1.08,0.0,0.27,0.0,0.74,0.0,0.0,0.0
Basketball_temporal/1996,serialRank,0.96,0.07,0.24,0.02,0.55,0.03,0.21,0.55
Basketball_temporal/1996,syncRank,2.05,0.0,0.51,0.0,0.87,0.0,0.01,0.0
Basketball_temporal/1997,OURS_MFAS,0.67,0.0,0.17,0.0,0.58,0.0,0.95,0.0
Basketball_temporal/1997,OURS_MFAS_INS1,0.67,0.0,0.17,0.0,0.58,0.0,0.94,0.0
Basketball_temporal/1997,OURS_MFAS_INS2,0.67,0.0,0.17,0.0,0.58,0.0,0.94,0.0
Basketball_temporal/1997,OURS_MFAS_INS3,0.67,0.0,0.17,0.0,0.58,0.0,0.95,0.0
Basketball_temporal/1997,PageRank,1.89,0.0,0.47,0.0,1.3,0.0,0.02,0.0
Basketball_temporal/1997,SVD_NRS,0.67,0.0,0.17,0.0,0.58,0.0,0.93,0.0
Basketball_temporal/1997,SVD_RS,0.92,0.0,0.23,0.0,0.68,0.0,0.01,0.0
Basketball_temporal/1997,SpringRank,1.72,0.0,0.43,0.0,0.86,0.0,0.36,0.0
Basketball_temporal/1997,btl,0.83,0.0,0.21,0.0,0.63,0.0,0.0,0.0
Basketball_temporal/1997,davidScore,0.91,0.0,0.23,0.0,0.64,0.16,0.01,0.0
Basketball_temporal/1997,eigenvectorCentrality,0.9,0.0,0.23,0.0,0.56,0.0,0.0,0.0
Basketball_temporal/1997,rankCentrality,0.96,0.0,0.24,0.0,0.69,0.0,0.0,0.0
Basketball_temporal/1997,serialRank,0.97,0.02,0.24,0.01,0.56,0.0,0.03,0.0
Basketball_temporal/1997,syncRank,1.95,0.0,0.49,0.0,0.86,0.0,0.01,0.0
Basketball_temporal/1998,OURS_MFAS,0.64,0.0,0.16,0.0,0.59,0.0,0.87,0.0
Basketball_temporal/1998,OURS_MFAS_INS1,0.64,0.0,0.16,0.0,0.59,0.0,0.87,0.0
Basketball_temporal/1998,OURS_MFAS_INS2,0.64,0.0,0.16,0.0,0.59,0.0,0.87,0.0
Basketball_temporal/1998,OURS_MFAS_INS3,0.64,0.0,0.16,0.0,0.59,0.0,0.87,0.0
Basketball_temporal/1998,PageRank,1.92,0.0,0.48,0.0,1.36,0.0,0.02,0.0
Basketball_temporal/1998,SVD_NRS,0.64,0.0,0.16,0.0,0.59,0.0,0.86,0.0
Basketball_temporal/1998,SVD_RS,0.89,0.0,0.22,0.0,0.67,0.0,0.01,0.0
Basketball_temporal/1998,SpringRank,1.69,0.0,0.42,0.0,0.88,0.0,0.36,0.0
Basketball_temporal/1998,btl,0.79,0.0,0.2,0.0,0.64,0.0,0.0,0.0
Basketball_temporal/1998,davidScore,0.9,0.0,0.22,0.0,0.64,0.17,0.01,0.0
Basketball_temporal/1998,eigenvectorCentrality,0.85,0.0,0.21,0.0,0.56,0.0,0.0,0.0
Basketball_temporal/1998,rankCentrality,0.96,0.0,0.24,0.0,0.7,0.0,0.0,0.0
Basketball_temporal/1998,serialRank,0.96,0.03,0.24,0.01,0.56,0.01,0.03,0.0
Basketball_temporal/1998,syncRank,1.91,0.0,0.48,0.0,0.88,0.0,0.01,0.0
Basketball_temporal/1999,OURS_MFAS,0.7,0.0,0.18,0.0,0.6,0.0,0.9,0.0
Basketball_temporal/1999,OURS_MFAS_INS1,0.7,0.0,0.18,0.0,0.6,0.0,0.9,0.0
Basketball_temporal/1999,OURS_MFAS_INS2,0.7,0.0,0.18,0.0,0.6,0.0,0.9,0.0
Basketball_temporal/1999,OURS_MFAS_INS3,0.7,0.0,0.18,0.0,0.6,0.0,0.9,0.0
Basketball_temporal/1999,PageRank,1.9,0.0,0.47,0.0,1.32,0.0,0.02,0.0
Basketball_temporal/1999,SVD_NRS,0.7,0.0,0.18,0.0,0.6,0.0,0.89,0.0
Basketball_temporal/1999,SVD_RS,0.95,0.0,0.24,0.0,0.66,0.0,0.01,0.0
Basketball_temporal/1999,SpringRank,1.56,0.0,0.39,0.0,0.87,0.0,0.37,0.0
Basketball_temporal/1999,btl,0.81,0.0,0.2,0.0,0.65,0.0,0.0,0.0
Basketball_temporal/1999,davidScore,0.93,0.0,0.23,0.0,0.64,0.17,0.01,0.0
Basketball_temporal/1999,eigenvectorCentrality,0.94,0.0,0.24,0.0,0.57,0.0,0.0,0.0
Basketball_temporal/1999,rankCentrality,1.16,0.0,0.29,0.0,0.8,0.0,0.0,0.0
Basketball_temporal/1999,serialRank,0.97,0.06,0.24,0.02,0.55,0.03,0.46,1.29
Basketball_temporal/1999,syncRank,2.02,0.0,0.5,0.0,0.88,0.0,0.01,0.0
Basketball_temporal/2000,OURS_MFAS,0.66,0.0,0.17,0.0,0.6,0.0,0.94,0.0
Basketball_temporal/2000,OURS_MFAS_INS1,0.66,0.0,0.17,0.0,0.6,0.0,0.93,0.0
Basketball_temporal/2000,OURS_MFAS_INS2,0.66,0.0,0.17,0.0,0.6,0.0,0.94,0.0
Basketball_temporal/2000,OURS_MFAS_INS3,0.66,0.0,0.17,0.0,0.6,0.0,0.94,0.0
Basketball_temporal/2000,PageRank,1.91,0.0,0.48,0.0,1.4,0.01,0.02,0.0
Basketball_temporal/2000,SVD_NRS,0.67,0.0,0.17,0.0,0.6,0.0,0.93,0.0
Basketball_temporal/2000,SVD_RS,0.94,0.0,0.23,0.0,0.67,0.0,0.01,0.0
Basketball_temporal/2000,SpringRank,1.77,0.0,0.44,0.0,0.9,0.0,0.38,0.0
Basketball_temporal/2000,btl,0.86,0.0,0.21,0.0,0.65,0.0,0.0,0.0
Basketball_temporal/2000,davidScore,0.91,0.0,0.23,0.0,0.67,0.17,0.01,0.0
Basketball_temporal/2000,eigenvectorCentrality,0.91,0.0,0.23,0.0,0.59,0.0,0.0,0.0
Basketball_temporal/2000,rankCentrality,1.11,0.0,0.28,0.0,0.77,0.0,0.0,0.0
Basketball_temporal/2000,serialRank,0.98,0.02,0.25,0.01,0.58,0.01,0.03,0.0
Basketball_temporal/2000,syncRank,1.97,0.0,0.49,0.0,0.9,0.0,0.01,0.0
Basketball_temporal/2001,OURS_MFAS,0.62,0.0,0.15,0.0,0.59,0.0,0.89,0.0
Basketball_temporal/2001,OURS_MFAS_INS1,0.62,0.0,0.15,0.0,0.59,0.0,0.9,0.0
Basketball_temporal/2001,OURS_MFAS_INS2,0.62,0.0,0.15,0.0,0.59,0.0,0.9,0.0
Basketball_temporal/2001,OURS_MFAS_INS3,0.62,0.0,0.15,0.0,0.59,0.0,0.89,0.0
Basketball_temporal/2001,PageRank,2.0,0.0,0.5,0.0,1.4,0.01,0.02,0.0
Basketball_temporal/2001,SVD_NRS,0.62,0.0,0.16,0.0,0.59,0.0,0.89,0.0
Basketball_temporal/2001,SVD_RS,0.94,0.0,0.23,0.0,0.67,0.0,0.01,0.0
Basketball_temporal/2001,SpringRank,1.73,0.0,0.43,0.0,0.89,0.0,0.38,0.0
Basketball_temporal/2001,btl,0.78,0.0,0.19,0.0,0.64,0.0,0.0,0.0
Basketball_temporal/2001,davidScore,0.88,0.0,0.22,0.0,0.61,0.16,0.01,0.0
Basketball_temporal/2001,eigenvectorCentrality,0.84,0.0,0.21,0.0,0.56,0.0,0.0,0.0
Basketball_temporal/2001,rankCentrality,1.05,0.0,0.26,0.0,0.74,0.0,0.0,0.0
Basketball_temporal/2001,serialRank,0.91,0.07,0.23,0.02,0.55,0.04,0.23,0.58
Basketball_temporal/2001,syncRank,2.03,0.0,0.51,0.0,0.89,0.0,0.01,0.0
Basketball_temporal/2002,OURS_MFAS,0.67,0.0,0.17,0.0,0.6,0.0,0.95,0.0
Basketball_temporal/2002,OURS_MFAS_INS1,0.67,0.0,0.17,0.0,0.6,0.0,0.94,0.0
Basketball_temporal/2002,OURS_MFAS_INS2,0.67,0.0,0.17,0.0,0.6,0.0,0.94,0.0
Basketball_temporal/2002,OURS_MFAS_INS3,0.67,0.0,0.17,0.0,0.6,0.0,0.95,0.0
Basketball_temporal/2002,PageRank,1.94,0.0,0.49,0.0,1.33,0.0,0.02,0.0
Basketball_temporal/2002,SVD_NRS,0.67,0.0,0.17,0.0,0.6,0.0,0.94,0.0
Basketball_temporal/2002,SVD_RS,0.88,0.0,0.22,0.0,0.68,0.0,0.01,0.0
Basketball_temporal/2002,SpringRank,1.75,0.19,0.44,0.05,0.86,0.07,0.39,0.0
Basketball_temporal/2002,btl,0.8,0.0,0.2,0.0,0.66,0.0,0.0,0.0
Basketball_temporal/2002,davidScore,0.85,0.0,0.21,0.0,0.75,0.16,0.01,0.0
Basketball_temporal/2002,eigenvectorCentrality,0.91,0.0,0.23,0.0,0.58,0.0,0.0,0.0
Basketball_temporal/2002,rankCentrality,1.06,0.0,0.26,0.0,0.77,0.0,0.0,0.0
Basketball_temporal/2002,serialRank,0.92,0.05,0.23,0.01,0.56,0.03,0.16,0.4
Basketball_temporal/2002,syncRank,1.91,0.0,0.48,0.0,0.88,0.0,0.01,0.0
Basketball_temporal/2003,OURS_MFAS,0.69,0.0,0.17,0.0,0.61,0.0,0.96,0.0
Basketball_temporal/2003,OURS_MFAS_INS1,0.69,0.0,0.17,0.0,0.6,0.0,0.95,0.0
Basketball_temporal/2003,OURS_MFAS_INS2,0.69,0.0,0.17,0.0,0.61,0.0,0.95,0.0
Basketball_temporal/2003,OURS_MFAS_INS3,0.69,0.0,0.17,0.0,0.61,0.0,0.96,0.0
Basketball_temporal/2003,PageRank,1.93,0.0,0.48,0.0,1.4,0.0,0.02,0.0
Basketball_temporal/2003,SVD_NRS,0.69,0.0,0.17,0.0,0.61,0.0,0.94,0.0
Basketball_temporal/2003,SVD_RS,0.94,0.0,0.23,0.0,0.71,0.0,0.01,0.0
Basketball_temporal/2003,SpringRank,1.85,0.01,0.46,0.0,0.88,0.0,0.4,0.0
Basketball_temporal/2003,btl,0.8,0.0,0.2,0.0,0.68,0.0,0.0,0.0
Basketball_temporal/2003,davidScore,0.94,0.0,0.24,0.0,0.73,0.16,0.01,0.0
Basketball_temporal/2003,eigenvectorCentrality,0.94,0.0,0.23,0.0,0.59,0.0,0.0,0.0
Basketball_temporal/2003,rankCentrality,0.99,0.0,0.25,0.0,0.73,0.0,0.0,0.0
Basketball_temporal/2003,serialRank,0.95,0.07,0.24,0.02,0.56,0.04,0.25,0.44
Basketball_temporal/2003,syncRank,2.05,0.0,0.51,0.0,0.89,0.0,0.01,0.0
Basketball_temporal/2004,OURS_MFAS,0.61,0.0,0.15,0.0,0.58,0.0,0.93,0.0
Basketball_temporal/2004,OURS_MFAS_INS1,0.61,0.0,0.15,0.0,0.58,0.0,0.93,0.0
