dataset,method,upset_simple_mean,upset_simple_std,upset_ratio_mean,upset_ratio_std,upset_naive_mean,upset_naive_std,runtime_sec_mean,runtime_sec_std
Dryad_animal_society,SpringRank,1.52,0.08,0.81,0.02,0.38,0.02,0.02,0.02
Dryad_animal_society,syncRank,2.06,0.35,0.88,0.00,0.56,0.09,0.00,0.00
Dryad_animal_society,serialRank,0.45,0.00,0.22,0.00,0.11,0.00,0.91,0.01
Dryad_animal_society,btl,0.33,0.00,0.41,0.00,0.08,0.00,0.00,0.00
Dryad_animal_society,davidScore,0.55,0.00,0.54,0.17,0.14,0.00,0.00,0.00
Dryad_animal_society,eigenvectorCentrality,0.65,0.00,0.44,0.00,0.16,0.00,0.00,0.00
Dryad_animal_society,PageRank,1.96,0.00,1.34,0.00,0.49,0.00,0.00,0.00
Dryad_animal_society,rankCentrality,1.03,0.00,0.62,0.00,0.26,0.00,0.01,0.02
Dryad_animal_society,SVD_RS,0.53,0.00,0.42,0.00,0.13,0.00,0.00,0.00
Dryad_animal_society,SVD_NRS,0.38,0.00,0.40,0.00,0.09,0.00,0.02,0.00
Dryad_animal_society,OURS_MFAS_INS1,0.38,0.00,0.40,0.00,0.09,0.00,0.02,0.00
Dryad_animal_society,OURS_MFAS_INS2,0.38,0.00,0.40,0.00,0.09,0.00,0.02,0.00
Dryad_animal_society,OURS_MFAS_INS3,0.38,0.00,0.40,0.00,0.09,0.00,0.02,0.00
Dryad_animal_society,OURS_MFAS,0.38,0.00,0.40,0.00,0.09,0.00,0.02,0.00
Halo2BetaData/HeadToHead,SpringRank,1.94,0.00,0.97,0.00,0.48,0.00,0.97,0.00
Halo2BetaData/HeadToHead,syncRank,1.92,0.06,0.97,0.00,0.54,0.02,0.06,0.00
Halo2BetaData/HeadToHead,serialRank,1.12,0.01,0.71,0.01,0.28,0.00,0.06,0.01
Halo2BetaData/HeadToHead,btl,1.16,0.00,0.89,0.00,0.29,0.00,0.01,0.00
Halo2BetaData/HeadToHead,davidScore,1.47,0.00,1.00,0.05,0.37,0.00,0.01,0.00
Halo2BetaData/HeadToHead,eigenvectorCentrality,1.36,0.00,0.83,0.00,0.34,0.00,0.01,0.00
Halo2BetaData/HeadToHead,PageRank,2.00,0.02,1.20,0.12,0.50,0.00,0.06,0.00
Halo2BetaData/HeadToHead,rankCentrality,1.79,0.00,1.14,0.00,0.45,0.00,0.00,0.00
Halo2BetaData/HeadToHead,SVD_RS,1.43,0.02,0.96,0.02,0.36,0.00,0.01,0.00
Halo2BetaData/HeadToHead,SVD_NRS,0.88,0.00,0.76,0.00,0.22,0.00,1.07,0.00
Halo2BetaData/HeadToHead,OURS_MFAS_INS1,0.88,0.00,0.76,0.00,0.22,0.00,1.08,0.00
Halo2BetaData/HeadToHead,OURS_MFAS_INS2,0.88,0.00,0.76,0.00,0.22,0.00,1.08,0.00
Halo2BetaData/HeadToHead,OURS_MFAS_INS3,0.88,0.00,0.76,0.00,0.22,0.00,1.08,0.00
Halo2BetaData/HeadToHead,OURS_MFAS,0.88,0.00,0.76,0.00,0.22,0.00,1.08,0.00
finance,SpringRank,1.63,0.00,0.26,0.00,0.41,0.00,0.73,0.16
finance,syncRank,1.61,0.00,0.27,0.00,0.40,0.00,3.75,0.02
finance,serialRank,1.78,0.01,0.28,0.00,0.45,0.00,0.25,0.00
finance,btl,1.63,0.00,0.64,0.00,0.41,0.00,0.21,0.00
finance,davidScore,1.74,0.00,0.27,0.00,0.44,0.00,0.07,0.00
finance,eigenvectorCentrality,1.75,0.00,0.26,0.00,0.44,0.00,0.01,0.00
finance,PageRank,1.88,0.00,0.59,0.00,0.47,0.00,0.40,0.01
finance,rankCentrality,1.64,0.00,0.26,0.00,0.41,0.00,0.20,0.01
finance,SVD_RS,1.64,0.00,0.26,0.00,0.41,0.00,0.23,0.01
finance,SVD_NRS,1.64,0.00,0.26,0.00,0.41,0.00,0.23,0.01
FacultyHiringNetworks/Business/Business_FM_Full_,SpringRank,0.84,0.03,0.98,0.00,0.21,0.01,0.10,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,syncRank,1.19,0.00,0.99,0.00,0.30,0.00,0.00,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,serialRank,0.41,0.01,0.34,0.00,0.10,0.00,0.02,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,btl,0.49,0.00,0.52,0.00,0.12,0.00,0.00,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,davidScore,0.49,0.00,0.79,0.21,0.12,0.00,0.00,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,eigenvectorCentrality,0.49,0.00,0.44,0.00,0.12,0.00,0.00,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,PageRank,2.01,0.02,1.43,0.12,0.50,0.01,0.00,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,rankCentrality,0.68,0.00,0.64,0.00,0.17,0.00,0.00,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,SVD_RS,0.46,0.00,0.62,0.00,0.12,0.00,0.00,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,SVD_NRS,0.36,0.00,0.50,0.00,0.09,0.00,0.11,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,OURS_MFAS_INS1,0.36,0.00,0.51,0.00,0.09,0.00,0.11,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,OURS_MFAS_INS2,0.36,0.00,0.51,0.00,0.09,0.00,0.11,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,OURS_MFAS_INS3,0.36,0.00,0.51,0.00,0.09,0.00,0.11,0.00
FacultyHiringNetworks/Business/Business_FM_Full_,OURS_MFAS,0.36,0.00,0.51,0.00,0.09,0.00,0.11,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,SpringRank,1.04,0.00,0.99,0.00,0.26,0.00,0.18,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,syncRank,1.93,0.15,1.00,0.00,0.56,0.04,0.01,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,serialRank,0.34,0.01,0.28,0.00,0.08,0.00,0.08,0.01
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,btl,0.61,0.00,0.51,0.00,0.15,0.00,0.00,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,davidScore,0.51,0.00,0.77,0.19,0.13,0.00,0.00,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,eigenvectorCentrality,0.45,0.00,0.40,0.00,0.11,0.00,0.00,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,PageRank,1.99,0.26,1.33,0.16,0.50,0.07,0.01,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,rankCentrality,0.93,0.00,0.73,0.00,0.23,0.00,0.00,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,SVD_RS,0.58,0.00,0.72,0.00,0.15,0.00,0.00,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,SVD_NRS,0.24,0.00,0.57,0.00,0.06,0.00,0.13,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,OURS_MFAS_INS1,0.24,0.00,0.57,0.00,0.06,0.00,0.13,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,OURS_MFAS_INS2,0.24,0.00,0.57,0.00,0.06,0.00,0.13,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,OURS_MFAS_INS3,0.24,0.00,0.57,0.00,0.06,0.00,0.13,0.00
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,OURS_MFAS,0.24,0.00,0.57,0.00,0.06,0.00,0.13,0.00
FacultyHiringNetworks/History/History_FM_Full_,SpringRank,0.59,0.04,0.99,0.00,0.15,0.01,0.12,0.00
FacultyHiringNetworks/History/History_FM_Full_,syncRank,1.81,0.26,1.00,0.00,0.54,0.07,0.00,0.00
FacultyHiringNetworks/History/History_FM_Full_,serialRank,0.30,0.01,0.23,0.00,0.08,0.00,0.05,0.01
FacultyHiringNetworks/History/History_FM_Full_,btl,0.57,0.00,0.49,0.00,0.15,0.00,0.00,0.00
FacultyHiringNetworks/History/History_FM_Full_,davidScore,0.40,0.00,0.77,0.23,0.10,0.00,0.00,0.00
FacultyHiringNetworks/History/History_FM_Full_,eigenvectorCentrality,0.36,0.00,0.35,0.00,0.09,0.00,0.00,0.00
FacultyHiringNetworks/History/History_FM_Full_,PageRank,2.00,0.32,1.30,0.12,0.50,0.08,0.01,0.00
FacultyHiringNetworks/History/History_FM_Full_,rankCentrality,0.95,0.00,0.68,0.00,0.24,0.00,0.00,0.00
FacultyHiringNetworks/History/History_FM_Full_,SVD_RS,0.38,0.00,0.72,0.00,0.10,0.00,0.00,0.00
FacultyHiringNetworks/History/History_FM_Full_,SVD_NRS,0.23,0.00,0.51,0.00,0.06,0.00,0.10,0.00
FacultyHiringNetworks/History/History_FM_Full_,OURS_MFAS_INS1,0.23,0.00,0.51,0.00,0.06,0.00,0.10,0.00
FacultyHiringNetworks/History/History_FM_Full_,OURS_MFAS_INS2,0.23,0.00,0.51,0.00,0.06,0.00,0.11,0.00
FacultyHiringNetworks/History/History_FM_Full_,OURS_MFAS_INS3,0.23,0.00,0.51,0.00,0.06,0.00,0.10,0.00
FacultyHiringNetworks/History/History_FM_Full_,OURS_MFAS,0.23,0.00,0.51,0.00,0.06,0.00,0.10,0.00
FacultyHiringNetworks/History/History_FM_Full_,mvr,0.76,0.00,0.67,0.00,0.19,0.00,0.06,0.18
Basketball_temporal/1985,SpringRank,1.62,0.00,0.86,0.00,0.40,0.00,0.32,0.00
Basketball_temporal/1985,syncRank,2.11,0.00,0.86,0.00,0.53,0.00,0.01,0.00
Basketball_temporal/1985,serialRank,0.93,0.08,0.54,0.04,0.23,0.02,0.63,1.81
Basketball_temporal/1985,btl,0.75,0.00,0.62,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/1985,davidScore,0.89,0.00,0.67,0.17,0.22,0.00,0.01,0.00
Basketball_temporal/1985,eigenvectorCentrality,0.91,0.00,0.55,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/1985,PageRank,1.92,0.00,1.32,0.00,0.48,0.00,0.01,0.00
Basketball_temporal/1985,rankCentrality,1.00,0.00,0.67,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/1985,SVD_RS,0.86,0.00,0.63,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/1985,SVD_NRS,0.62,0.00,0.56,0.00,0.16,0.00,0.67,0.00
Basketball_temporal/1985,OURS_MFAS_INS1,0.62,0.00,0.56,0.00,0.16,0.00,0.68,0.00
Basketball_temporal/1985,OURS_MFAS_INS2,0.62,0.00,0.56,0.00,0.16,0.00,0.68,0.00
Basketball_temporal/1985,OURS_MFAS_INS3,0.62,0.00,0.56,0.00,0.16,0.00,0.68,0.00
Basketball_temporal/1985,OURS_MFAS,0.62,0.00,0.56,0.00,0.16,0.00,0.68,0.00
Basketball_temporal/1986,SpringRank,1.79,0.00,0.85,0.00,0.45,0.00,0.32,0.00
Basketball_temporal/1986,syncRank,1.99,0.00,0.86,0.00,0.50,0.00,0.01,0.00
Basketball_temporal/1986,serialRank,0.96,0.02,0.54,0.01,0.24,0.01,0.03,0.00
Basketball_temporal/1986,btl,0.78,0.00,0.61,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/1986,davidScore,0.89,0.00,0.73,0.16,0.22,0.00,0.01,0.00
Basketball_temporal/1986,eigenvectorCentrality,0.88,0.00,0.54,0.00,0.22,0.00,0.00,0.00
Basketball_temporal/1986,PageRank,1.96,0.00,1.31,0.00,0.49,0.00,0.01,0.00
Basketball_temporal/1986,rankCentrality,1.09,0.00,0.75,0.00,0.27,0.00,0.00,0.00
Basketball_temporal/1986,SVD_RS,0.86,0.00,0.63,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/1986,SVD_NRS,0.62,0.00,0.56,0.00,0.15,0.00,0.71,0.00
Basketball_temporal/1986,OURS_MFAS_INS1,0.62,0.00,0.56,0.00,0.15,0.00,0.71,0.00
Basketball_temporal/1986,OURS_MFAS_INS2,0.62,0.00,0.56,0.00,0.15,0.00,0.71,0.00
Basketball_temporal/1986,OURS_MFAS_INS3,0.62,0.00,0.56,0.00,0.15,0.00,0.71,0.00
Basketball_temporal/1986,OURS_MFAS,0.62,0.00,0.56,0.00,0.15,0.00,0.71,0.00
Basketball_temporal/1987,SpringRank,1.79,0.00,0.86,0.00,0.45,0.00,0.33,0.00
Basketball_temporal/1987,syncRank,1.88,0.00,0.86,0.00,0.47,0.00,0.01,0.00
Basketball_temporal/1987,serialRank,0.99,0.02,0.57,0.01,0.25,0.00,0.03,0.00
Basketball_temporal/1987,btl,0.85,0.00,0.65,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/1987,davidScore,0.99,0.00,0.70,0.15,0.25,0.00,0.01,0.00
Basketball_temporal/1987,eigenvectorCentrality,0.90,0.00,0.56,0.00,0.22,0.00,0.00,0.00
Basketball_temporal/1987,PageRank,1.94,0.00,1.37,0.00,0.48,0.00,0.02,0.00
Basketball_temporal/1987,rankCentrality,0.99,0.00,0.70,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/1987,SVD_RS,0.91,0.00,0.68,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/1987,SVD_NRS,0.66,0.00,0.58,0.00,0.16,0.00,0.73,0.00
Basketball_temporal/1987,OURS_MFAS_INS1,0.66,0.00,0.58,0.00,0.16,0.00,0.74,0.00
Basketball_temporal/1987,OURS_MFAS_INS2,0.66,0.00,0.58,0.00,0.16,0.00,0.74,0.00
Basketball_temporal/1987,OURS_MFAS_INS3,0.66,0.00,0.58,0.00,0.16,0.00,0.74,0.00
Basketball_temporal/1987,OURS_MFAS,0.66,0.00,0.58,0.00,0.16,0.00,0.74,0.00
Basketball_temporal/1988,SpringRank,1.73,0.20,0.85,0.03,0.43,0.05,0.33,0.00
Basketball_temporal/1988,syncRank,1.91,0.00,0.86,0.00,0.48,0.00,0.01,0.00
Basketball_temporal/1988,serialRank,0.92,0.03,0.53,0.01,0.23,0.01,0.03,0.00
Basketball_temporal/1988,btl,0.77,0.00,0.59,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/1988,davidScore,0.87,0.00,0.66,0.18,0.22,0.00,0.01,0.00
Basketball_temporal/1988,eigenvectorCentrality,0.85,0.00,0.54,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/1988,PageRank,1.93,0.00,1.33,0.00,0.48,0.00,0.02,0.00
Basketball_temporal/1988,rankCentrality,0.97,0.00,0.70,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/1988,SVD_RS,0.83,0.00,0.63,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/1988,SVD_NRS,0.63,0.00,0.57,0.00,0.16,0.00,0.74,0.00
Basketball_temporal/1988,OURS_MFAS_INS1,0.63,0.00,0.57,0.00,0.16,0.00,0.74,0.00
Basketball_temporal/1988,OURS_MFAS_INS2,0.63,0.00,0.57,0.00,0.16,0.00,0.75,0.00
Basketball_temporal/1988,OURS_MFAS_INS3,0.63,0.00,0.57,0.00,0.16,0.00,0.75,0.00
Basketball_temporal/1988,OURS_MFAS,0.63,0.00,0.57,0.00,0.16,0.00,0.75,0.00
Basketball_temporal/1989,SpringRank,1.74,0.00,0.87,0.00,0.44,0.00,0.34,0.00
Basketball_temporal/1989,syncRank,1.86,0.00,0.87,0.00,0.47,0.00,0.01,0.00
Basketball_temporal/1989,serialRank,0.94,0.02,0.55,0.01,0.24,0.01,0.03,0.00
Basketball_temporal/1989,btl,0.77,0.00,0.63,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/1989,davidScore,0.82,0.00,0.62,0.18,0.20,0.00,0.01,0.00
Basketball_temporal/1989,eigenvectorCentrality,0.85,0.00,0.55,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/1989,PageRank,1.87,0.00,1.34,0.00,0.47,0.00,0.02,0.00
Basketball_temporal/1989,rankCentrality,0.98,0.00,0.70,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/1989,SVD_RS,0.90,0.00,0.66,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/1989,SVD_NRS,0.63,0.00,0.57,0.00,0.16,0.00,0.80,0.00
Basketball_temporal/1989,OURS_MFAS_INS1,0.63,0.00,0.57,0.00,0.16,0.00,0.81,0.00
Basketball_temporal/1989,OURS_MFAS_INS2,0.63,0.00,0.57,0.00,0.16,0.00,0.81,0.00
Basketball_temporal/1989,OURS_MFAS_INS3,0.63,0.00,0.57,0.00,0.16,0.00,0.81,0.00
Basketball_temporal/1989,OURS_MFAS,0.63,0.00,0.57,0.00,0.16,0.00,0.81,0.00
Basketball_temporal/1990,SpringRank,1.68,0.00,0.86,0.00,0.42,0.00,0.33,0.00
Basketball_temporal/1990,syncRank,1.94,0.00,0.87,0.00,0.48,0.00,0.01,0.00
Basketball_temporal/1990,serialRank,0.89,0.08,0.51,0.05,0.22,0.02,0.26,0.47
Basketball_temporal/1990,btl,0.78,0.00,0.62,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/1990,davidScore,0.90,0.00,0.74,0.16,0.23,0.00,0.01,0.00
Basketball_temporal/1990,eigenvectorCentrality,0.88,0.00,0.55,0.00,0.22,0.00,0.00,0.00
Basketball_temporal/1990,PageRank,1.91,0.14,1.35,0.00,0.51,0.07,0.02,0.00
Basketball_temporal/1990,rankCentrality,0.91,0.00,0.65,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/1990,SVD_RS,0.85,0.00,0.62,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/1990,SVD_NRS,0.60,0.00,0.56,0.00,0.15,0.00,0.80,0.00
Basketball_temporal/1990,OURS_MFAS_INS1,0.60,0.00,0.56,0.00,0.15,0.00,0.80,0.00
Basketball_temporal/1990,OURS_MFAS_INS2,0.60,0.00,0.56,0.00,0.15,0.00,0.80,0.00
Basketball_temporal/1990,OURS_MFAS_INS3,0.60,0.00,0.56,0.00,0.15,0.00,0.80,0.00
Basketball_temporal/1990,OURS_MFAS,0.60,0.00,0.56,0.00,0.15,0.00,0.80,0.00
Basketball_temporal/1991,SpringRank,1.80,0.00,0.86,0.00,0.45,0.00,0.34,0.00
Basketball_temporal/1991,syncRank,2.03,0.00,0.87,0.00,0.51,0.00,0.01,0.00
Basketball_temporal/1991,serialRank,0.92,0.07,0.53,0.03,0.23,0.02,0.16,0.38
Basketball_temporal/1991,btl,0.77,0.00,0.64,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/1991,davidScore,0.86,0.00,0.59,0.16,0.22,0.00,0.01,0.00
Basketball_temporal/1991,eigenvectorCentrality,0.84,0.00,0.55,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/1991,PageRank,1.95,0.00,1.34,0.00,0.49,0.00,0.02,0.00
Basketball_temporal/1991,rankCentrality,1.00,0.00,0.68,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/1991,SVD_RS,0.90,0.00,0.63,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/1991,SVD_NRS,0.64,0.00,0.56,0.00,0.16,0.00,0.87,0.00
Basketball_temporal/1991,OURS_MFAS_INS1,0.64,0.00,0.56,0.00,0.16,0.00,0.87,0.00
Basketball_temporal/1991,OURS_MFAS_INS2,0.64,0.00,0.56,0.00,0.16,0.00,0.87,0.00
Basketball_temporal/1991,OURS_MFAS_INS3,0.64,0.00,0.56,0.00,0.16,0.00,0.87,0.00
Basketball_temporal/1991,OURS_MFAS,0.64,0.00,0.56,0.00,0.16,0.00,0.87,0.00
Basketball_temporal/1992,SpringRank,1.74,0.00,0.87,0.00,0.43,0.00,0.35,0.00
Basketball_temporal/1992,syncRank,1.89,0.00,0.87,0.00,0.47,0.00,0.01,0.00
Basketball_temporal/1992,serialRank,0.86,0.10,0.50,0.06,0.21,0.02,0.53,0.77
Basketball_temporal/1992,btl,0.72,0.00,0.59,0.00,0.18,0.00,0.00,0.00
Basketball_temporal/1992,davidScore,0.84,0.00,0.62,0.18,0.21,0.00,0.01,0.00
Basketball_temporal/1992,eigenvectorCentrality,0.80,0.00,0.54,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/1992,PageRank,2.00,0.00,1.35,0.00,0.50,0.00,0.01,0.00
Basketball_temporal/1992,rankCentrality,0.96,0.00,0.70,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/1992,SVD_RS,0.84,0.00,0.61,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/1992,SVD_NRS,0.63,0.00,0.56,0.00,0.16,0.00,0.85,0.00
Basketball_temporal/1992,OURS_MFAS_INS1,0.63,0.00,0.55,0.00,0.16,0.00,0.86,0.00
Basketball_temporal/1992,OURS_MFAS_INS2,0.63,0.00,0.55,0.00,0.16,0.00,0.86,0.00
Basketball_temporal/1992,OURS_MFAS_INS3,0.63,0.00,0.55,0.00,0.16,0.00,0.86,0.00
Basketball_temporal/1992,OURS_MFAS,0.63,0.00,0.55,0.00,0.16,0.00,0.86,0.00
Basketball_temporal/1993,SpringRank,1.68,0.00,0.86,0.00,0.42,0.00,0.34,0.00
Basketball_temporal/1993,syncRank,2.04,0.00,0.86,0.00,0.51,0.00,0.01,0.00
Basketball_temporal/1993,serialRank,0.88,0.06,0.51,0.03,0.22,0.02,0.18,0.45
Basketball_temporal/1993,btl,0.74,0.00,0.60,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/1993,davidScore,0.83,0.00,0.58,0.17,0.21,0.00,0.01,0.00
Basketball_temporal/1993,eigenvectorCentrality,0.85,0.00,0.52,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/1993,PageRank,1.93,0.00,1.28,0.00,0.48,0.00,0.02,0.00
Basketball_temporal/1993,rankCentrality,0.99,0.00,0.68,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/1993,SVD_RS,0.86,0.00,0.62,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/1993,SVD_NRS,0.62,0.00,0.57,0.00,0.16,0.00,0.76,0.00
Basketball_temporal/1993,OURS_MFAS_INS1,0.62,0.00,0.57,0.00,0.16,0.00,0.77,0.00
Basketball_temporal/1993,OURS_MFAS_INS2,0.62,0.00,0.57,0.00,0.16,0.00,0.77,0.00
Basketball_temporal/1993,OURS_MFAS_INS3,0.62,0.00,0.57,0.00,0.16,0.00,0.76,0.00
Basketball_temporal/1993,OURS_MFAS,0.62,0.00,0.57,0.00,0.16,0.00,0.76,0.00
Basketball_temporal/1994,SpringRank,1.67,0.00,0.86,0.00,0.42,0.00,0.34,0.00
Basketball_temporal/1994,syncRank,2.00,0.00,0.86,0.00,0.50,0.00,0.01,0.00
Basketball_temporal/1994,serialRank,0.77,0.09,0.43,0.05,0.19,0.02,0.98,0.62
Basketball_temporal/1994,btl,0.74,0.00,0.59,0.00,0.18,0.00,0.00,0.00
Basketball_temporal/1994,davidScore,0.82,0.00,0.61,0.19,0.20,0.00,0.01,0.00
Basketball_temporal/1994,eigenvectorCentrality,0.83,0.00,0.53,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/1994,PageRank,2.04,0.00,1.35,0.00,0.51,0.00,0.02,0.00
Basketball_temporal/1994,rankCentrality,0.90,0.00,0.61,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/1994,SVD_RS,0.84,0.00,0.60,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/1994,SVD_NRS,0.61,0.00,0.56,0.00,0.15,0.00,0.80,0.00
Basketball_temporal/1994,OURS_MFAS_INS1,0.61,0.00,0.56,0.00,0.15,0.00,0.80,0.00
Basketball_temporal/1994,OURS_MFAS_INS2,0.61,0.00,0.56,0.00,0.15,0.00,0.80,0.00
Basketball_temporal/1994,OURS_MFAS_INS3,0.61,0.00,0.56,0.00,0.15,0.00,0.80,0.00
Basketball_temporal/1994,OURS_MFAS,0.61,0.00,0.56,0.00,0.15,0.00,0.80,0.00
Basketball_temporal/1995,SpringRank,1.82,0.13,0.85,0.01,0.46,0.03,0.35,0.00
Basketball_temporal/1995,syncRank,1.88,0.00,0.86,0.00,0.47,0.00,0.01,0.00
Basketball_temporal/1995,serialRank,0.84,0.10,0.47,0.06,0.21,0.02,0.57,0.54
Basketball_temporal/1995,btl,0.78,0.00,0.59,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/1995,davidScore,0.83,0.00,0.65,0.18,0.21,0.00,0.01,0.00
Basketball_temporal/1995,eigenvectorCentrality,0.87,0.00,0.53,0.00,0.22,0.00,0.00,0.00
Basketball_temporal/1995,PageRank,1.91,0.20,1.36,0.00,0.55,0.09,0.02,0.00
Basketball_temporal/1995,rankCentrality,0.94,0.00,0.64,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/1995,SVD_RS,0.86,0.00,0.61,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/1995,SVD_NRS,0.65,0.00,0.57,0.00,0.16,0.00,0.83,0.00
Basketball_temporal/1995,OURS_MFAS_INS1,0.65,0.00,0.57,0.00,0.16,0.00,0.83,0.00
Basketball_temporal/1995,OURS_MFAS_INS2,0.64,0.00,0.57,0.00,0.16,0.00,0.83,0.00
Basketball_temporal/1995,OURS_MFAS_INS3,0.64,0.00,0.57,0.00,0.16,0.00,0.83,0.00
Basketball_temporal/1995,OURS_MFAS,0.64,0.00,0.57,0.00,0.16,0.00,0.83,0.00
Basketball_temporal/1996,SpringRank,1.67,0.00,0.86,0.00,0.42,0.00,0.35,0.00
Basketball_temporal/1996,syncRank,2.05,0.00,0.87,0.00,0.51,0.00,0.01,0.00
Basketball_temporal/1996,serialRank,0.96,0.07,0.55,0.03,0.24,0.02,0.21,0.55
Basketball_temporal/1996,btl,0.81,0.00,0.65,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/1996,davidScore,0.90,0.00,0.64,0.16,0.23,0.00,0.01,0.00
Basketball_temporal/1996,eigenvectorCentrality,0.92,0.00,0.56,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/1996,PageRank,2.05,0.00,1.35,0.00,0.51,0.00,0.02,0.00
Basketball_temporal/1996,rankCentrality,1.08,0.00,0.74,0.00,0.27,0.00,0.00,0.00
Basketball_temporal/1996,SVD_RS,0.95,0.00,0.68,0.00,0.24,0.00,0.01,0.00
Basketball_temporal/1996,SVD_NRS,0.69,0.00,0.58,0.00,0.17,0.00,0.85,0.00
Basketball_temporal/1996,OURS_MFAS_INS1,0.69,0.00,0.58,0.00,0.17,0.00,0.86,0.00
Basketball_temporal/1996,OURS_MFAS_INS2,0.69,0.00,0.58,0.00,0.17,0.00,0.86,0.00
Basketball_temporal/1996,OURS_MFAS_INS3,0.69,0.00,0.58,0.00,0.17,0.00,0.91,0.01
Basketball_temporal/1996,OURS_MFAS,0.69,0.00,0.58,0.00,0.17,0.00,0.91,0.01
Basketball_temporal/1997,SpringRank,1.72,0.00,0.86,0.00,0.43,0.00,0.36,0.00
Basketball_temporal/1997,syncRank,1.95,0.00,0.86,0.00,0.49,0.00,0.01,0.00
Basketball_temporal/1997,serialRank,0.97,0.02,0.56,0.00,0.24,0.01,0.03,0.00
Basketball_temporal/1997,btl,0.83,0.00,0.63,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/1997,davidScore,0.91,0.00,0.64,0.16,0.23,0.00,0.01,0.00
Basketball_temporal/1997,eigenvectorCentrality,0.90,0.00,0.56,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/1997,PageRank,1.89,0.00,1.30,0.00,0.47,0.00,0.02,0.00
Basketball_temporal/1997,rankCentrality,0.96,0.00,0.69,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/1997,SVD_RS,0.92,0.00,0.68,0.00,0.23,0.00,0.01,0.00
