dataset,family,n,m,density,phase_mode,addback_mode,upset_simple,upset_ratio,upset_naive,runtime_sec,time_phase1_sec,time_phase2_sec,time_phaseC_sec,removed_phaseA,kept_after_phaseA,kept_final,edges_restored,reinserted_per_pass,break_reason,reach_checked,reach_inserted,reach_rejected_reachable,reach_dense_matrix_used,permutation_changed_vs_A_only,status,note
Basketball_temporal/1989,Basketball_coarse,293,3162,0.03695824956753471,B1_reach,reach,0.10148318447234034,0.5008041666870672,4988.0,0.15752911567687988,0.10444927215576172,0.04444122314453125,0.008627176284790039,1119,2043,2418,375,375,,1119,375,744,True,True,ok,
Basketball_temporal/1989,Basketball_coarse,293,3162,0.03695824956753471,B2_reach,reach,0.10148318447234034,0.49476108338589164,4988.0,0.2423381805419922,0.10464310646057129,0.04392194747924805,0.09375953674316406,1119,2043,2418,375,375,,1119,375,744,True,True,ok,
Basketball_temporal/1990,Basketball_coarse,292,3192,0.03756531563338512,A0,none,0.12003628716341594,0.4784591604086033,5822.0,0.11851930618286133,0.1100912094116211,9.5367431640625e-07,0.00841522216796875,1144,2048,2048,0,0,,,,,,False,ok,
Basketball_temporal/1990,Basketball_coarse,292,3192,0.03756531563338512,A1_topo,topo,0.11976825697909364,0.47616158565082545,5809.0,0.12434673309326172,0.11080050468444824,0.004869937896728516,0.008661746978759766,1144,2048,2411,363,355|7|1,,,,,,True,ok,
Basketball_temporal/1990,Basketball_coarse,292,3192,0.03756531563338512,A2_topo,topo,0.11976825697909364,0.4670346228553239,5809.0,0.2076396942138672,0.11022019386291504,0.004941463470458984,0.09245920181274414,1144,2048,2411,363,355|7|1,,,,,,True,ok,
Basketball_temporal/1990,Basketball_coarse,292,3192,0.03756531563338512,B1_reach,reach,0.10203702940084945,0.4708543792234335,4949.0,0.1700737476348877,0.11023712158203125,0.051248788833618164,0.008575677871704102,1144,2048,2468,420,420,,1144,420,724,True,True,ok,
Basketball_temporal/1990,Basketball_coarse,292,3192,0.03756531563338512,B2_reach,reach,0.10203702940084945,0.46228819723358466,4949.0,0.25453782081604004,0.10992646217346191,0.05112814903259277,0.09347009658813477,1144,2048,2468,420,420,,1144,420,724,True,True,ok,
Basketball_temporal/1991,Basketball_coarse,295,3218,0.03710365502133057,A0,none,0.11547388410411831,0.46391149834592865,6020.0,0.13666152954101562,0.1280972957611084,1.1920928955078125e-06,0.008551359176635742,1160,2058,2058,0,0,,,,,,False,ok,
Basketball_temporal/1991,Basketball_coarse,295,3218,0.03710365502133057,A1_topo,topo,0.11537797556250359,0.45912034094177007,6015.0,0.14247918128967285,0.12884855270385742,0.004870414733886719,0.008746147155761719,1160,2058,2408,350,345|5|0,,,,,,True,ok,
Basketball_temporal/1991,Basketball_coarse,295,3218,0.03710365502133057,A2_topo,topo,0.11537797556250359,0.4531900842770146,6015.0,0.226546049118042,0.12819123268127441,0.004843950271606445,0.09349656105041504,1160,2058,2408,350,345|5|0,,,,,,True,ok,
Basketball_temporal/1991,Basketball_coarse,295,3218,0.03710365502133057,B1_reach,reach,0.1017589626532139,0.45775389931072,5305.0,0.1829986572265625,0.1282491683959961,0.04599571228027344,0.00874018669128418,1160,2058,2469,411,411,,1160,411,749,True,True,ok,
Basketball_temporal/1991,Basketball_coarse,295,3218,0.03710365502133057,B2_reach,reach,0.1017589626532139,0.45049485269184525,5305.0,0.2689981460571289,0.1281416416168213,0.04564952850341797,0.09519362449645996,1160,2058,2469,411,411,,1160,411,749,True,True,ok,
Basketball_temporal/1992,Basketball_coarse,298,3238,0.036585090276365445,A0,none,0.12130590677486318,0.46892694184671435,6428.0,0.13802886009216309,0.1291515827178955,1.430511474609375e-06,0.008861780166625977,1155,2083,2083,0,0,,,,,,False,ok,
Basketball_temporal/1992,Basketball_coarse,298,3238,0.036585090276365445,A1_topo,topo,0.12023023211926778,0.4614712180597446,6371.0,0.13956904411315918,0.12955069541931152,0.004883527755737305,0.005120754241943359,1155,2083,2423,340,328|12|0,,,,,,True,ok,
Basketball_temporal/1992,Basketball_coarse,298,3238,0.036585090276365445,A2_topo,topo,0.12023023211926778,0.452521039902496,6371.0,0.22571110725402832,0.12932825088500977,0.0049037933349609375,0.09146332740783691,1155,2083,2423,340,328|12|0,,,,,,True,ok,
Basketball_temporal/1992,Basketball_coarse,298,3238,0.036585090276365445,B1_reach,reach,0.09924514059256463,0.47909829666002246,5259.0,0.18844819068908691,0.13002848625183105,0.04951596260070801,0.008892059326171875,1155,2083,2504,421,421,,1155,421,734,True,True,ok,
Basketball_temporal/1992,Basketball_coarse,298,3238,0.036585090276365445,B2_reach,reach,0.09924514059256463,0.471111065807879,5259.0,0.2725636959075928,0.12919163703918457,0.04948759078979492,0.09387063980102539,1155,2083,2504,421,421,,1155,421,734,True,True,ok,
Basketball_temporal/1993,Basketball_coarse,298,3088,0.03489028992384697,A0,none,0.12185021118780262,0.48069045762898094,5914.0,0.10632205009460449,0.09783148765563965,1.9073486328125e-06,0.008475542068481445,1095,1993,1993,0,0,,,,,,False,ok,
Basketball_temporal/1993,Basketball_coarse,298,3088,0.03489028992384697,A1_topo,topo,0.12073761203255383,0.48159669916587255,5860.0,0.11050963401794434,0.09717488288879395,0.004674434661865234,0.008646011352539062,1095,1993,2298,305,299|6|0,,,,,,True,ok,
Basketball_temporal/1993,Basketball_coarse,298,3088,0.03489028992384697,A2_topo,topo,0.12073761203255383,0.47384275147627397,5860.0,0.1960277557373047,0.0968174934387207,0.004673480987548828,0.09452295303344727,1095,1993,2298,305,299|6|0,,,,,,True,ok,
Basketball_temporal/1993,Basketball_coarse,298,3088,0.03489028992384697,B1_reach,reach,0.10373956938291955,0.49449650937971307,5035.0,0.15195989608764648,0.09685397148132324,0.05017971992492676,0.004910707473754883,1095,1993,2378,385,385,,1095,385,710,True,True,ok,
Basketball_temporal/1993,Basketball_coarse,298,3088,0.03489028992384697,B2_reach,reach,0.10373956938291955,0.48807612884221246,5035.0,0.23867177963256836,0.0969851016998291,0.04994320869445801,0.09173059463500977,1095,1993,2378,385,385,,1095,385,710,True,True,ok,
Basketball_temporal/1994,Basketball_coarse,301,3144,0.03481727574750831,A0,none,0.12003603039085141,0.46775079988518653,6130.0,0.10642266273498535,0.09783768653869629,1.430511474609375e-06,0.008570671081542969,1099,2045,2045,0,0,,,,,,False,ok,
Basketball_temporal/1994,Basketball_coarse,301,3144,0.03481727574750831,A1_topo,topo,0.11985979478342602,0.4689143738492195,6121.0,0.11223697662353516,0.09871506690979004,0.004782676696777344,0.008725404739379883,1099,2045,2358,313,311|2|0,,,,,,True,ok,
Basketball_temporal/1994,Basketball_coarse,301,3144,0.03481727574750831,A2_topo,topo,0.11985979478342602,0.46222143593003756,6121.0,0.19629383087158203,0.0976552963256836,0.004806995391845703,0.09381723403930664,1099,2045,2358,313,311|2|0,,,,,,True,ok,
Basketball_temporal/1994,Basketball_coarse,301,3144,0.03481727574750831,B1_reach,reach,0.09959269992950576,0.464927183378439,5086.0,0.15710830688476562,0.0978536605834961,0.050562143325805664,0.008680105209350586,1099,2045,2439,394,394,,1099,394,705,True,True,ok,
Basketball_temporal/1994,Basketball_coarse,301,3144,0.03481727574750831,B2_reach,reach,0.09959269992950576,0.45838042296032355,5086.0,0.2459888458251953,0.09871888160705566,0.05048632621765137,0.0967702865600586,1099,2045,2439,394,394,,1099,394,705,True,True,ok,
Basketball_temporal/1995,Basketball_coarse,302,3182,0.03500473036896878,A0,none,0.12158684083212386,0.4781762824130821,6283.0,0.11623859405517578,0.10733962059020996,1.9073486328125e-06,0.00888371467590332,1157,2025,2025,0,0,,,,,,False,ok,
Basketball_temporal/1995,Basketball_coarse,302,3182,0.03500473036896878,A1_topo,topo,0.1209288824383164,0.47806638073926194,6249.0,0.12773513793945312,0.11275458335876465,0.00503993034362793,0.009922504425048828,1157,2025,2378,353,343|9|1,,,,,,True,ok,
Basketball_temporal/1995,Basketball_coarse,302,3182,0.03500473036896878,A2_topo,topo,0.1209288824383164,0.4726455264754309,6249.0,0.20938777923583984,0.10793542861938477,0.004817962646484375,0.0966176986694336,1157,2025,2378,353,343|9|1,,,,,,True,ok,
Basketball_temporal/1995,Basketball_coarse,302,3182,0.03500473036896878,B1_reach,reach,0.10430575713594581,0.4600492308049069,5390.0,0.1628730297088623,0.10737061500549316,0.05042600631713867,0.005064249038696289,1157,2025,2457,432,432,,1157,432,725,True,True,ok,
Basketball_temporal/1995,Basketball_coarse,302,3182,0.03500473036896878,B2_reach,reach,0.10430575713594581,0.4520266035391816,5390.0,0.24943757057189941,0.10722899436950684,0.05038857460021973,0.09180712699890137,1157,2025,2457,432,432,,1157,432,725,True,True,ok,
Basketball_temporal/1996,Basketball_coarse,305,3256,0.03511647972389991,A0,none,0.13046360198073848,0.48537263982862405,6692.0,0.1150827407836914,0.1062016487121582,1.1920928955078125e-06,0.008868217468261719,1197,2059,2059,0,0,,,,,,False,ok,
Basketball_temporal/1996,Basketball_coarse,305,3256,0.03511647972389991,A1_topo,topo,0.13251062502436933,0.482611711851635,6797.0,0.1205906867980957,0.10617995262145996,0.004987955093383789,0.00940704345703125,1197,2059,2436,377,372|5|0,,,,,,True,ok,
Basketball_temporal/1996,Basketball_coarse,305,3256,0.03511647972389991,A2_topo,topo,0.13251062502436933,0.47487632113413064,6797.0,0.20932745933532715,0.10666680335998535,0.004939556121826172,0.09770488739013672,1197,2059,2436,377,372|5|0,,,,,,True,ok,
Basketball_temporal/1996,Basketball_coarse,305,3256,0.03511647972389991,B1_reach,reach,0.10829726673685032,0.48888404423504817,5555.0,0.1691439151763916,0.1062157154083252,0.053894996643066406,0.009021520614624023,1197,2059,2505,446,446,,1197,446,751,True,True,ok,
Basketball_temporal/1996,Basketball_coarse,305,3256,0.03511647972389991,B2_reach,reach,0.10829726673685032,0.4818445980747301,5555.0,0.25560736656188965,0.10633444786071777,0.05382728576660156,0.09543228149414062,1197,2059,2505,446,446,,1197,446,751,True,True,ok,
Basketball_temporal/1997,Basketball_coarse,305,3333,0.035946937014667814,A0,none,0.132924649768434,0.4884483985603217,6917.0,0.14132094383239746,0.13221478462219238,1.1920928955078125e-06,0.009092569351196289,1232,2101,2101,0,0,,,,,,False,ok,
Basketball_temporal/1997,Basketball_coarse,305,3333,0.035946937014667814,A1_topo,topo,0.131022157311144,0.4841961542699547,6818.0,0.1472334861755371,0.13289856910705566,0.0050907135009765625,0.009230613708496094,1232,2101,2486,385,370|13|2,,,,,,True,ok,
Basketball_temporal/1997,Basketball_coarse,305,3333,0.035946937014667814,A2_topo,topo,0.131022157311144,0.47780339710709147,6818.0,0.2350778579711914,0.13305354118347168,0.005021095275878906,0.09698677062988281,1232,2101,2486,385,370|13|2,,,,,,True,ok,
Basketball_temporal/1997,Basketball_coarse,305,3333,0.035946937014667814,B1_reach,reach,0.11249687722197667,0.5118907771518207,5854.0,0.19716358184814453,0.13238000869750977,0.05549001693725586,0.009281396865844727,1232,2101,2546,445,445,,1232,445,787,True,True,ok,
Basketball_temporal/1997,Basketball_coarse,305,3333,0.035946937014667814,B2_reach,reach,0.11249687722197667,0.503928745818332,5854.0,0.28578877449035645,0.13289952278137207,0.05550861358642578,0.0973672866821289,1232,2101,2546,445,445,,1232,445,787,True,True,ok,
Basketball_temporal/1998,Basketball_coarse,306,3321,0.035583413693346194,A0,none,0.11800342922461421,0.518154042442756,6194.0,0.12025046348571777,0.11110186576843262,1.430511474609375e-06,0.009134292602539062,1178,2143,2143,0,0,,,,,,False,ok,
Basketball_temporal/1998,Basketball_coarse,306,3321,0.035583413693346194,A1_topo,topo,0.11868927414745666,0.5168012217694189,6230.0,0.12604522705078125,0.11145401000976562,0.005124330520629883,0.009444952011108398,1178,2143,2506,363,359|4|0,,,,,,True,ok,
Basketball_temporal/1998,Basketball_coarse,306,3321,0.035583413693346194,A2_topo,topo,0.11868927414745666,0.5089466474278829,6230.0,0.2125236988067627,0.1111898422241211,0.005005836486816406,0.0963134765625,1178,2143,2506,363,359|4|0,,,,,,True,ok,
Basketball_temporal/1998,Basketball_coarse,306,3321,0.035583413693346194,B1_reach,reach,0.10255286721280243,0.52049948607162,5383.0,0.16948461532592773,0.1112675666809082,0.052927255630493164,0.005276918411254883,1178,2143,2566,423,423,,1178,423,755,True,True,ok,
Basketball_temporal/1998,Basketball_coarse,306,3321,0.035583413693346194,B2_reach,reach,0.10255286721280243,0.5143655362850964,5383.0,0.2556941509246826,0.11121034622192383,0.05266070365905762,0.09180974960327148,1178,2143,2566,423,423,,1178,423,755,True,True,ok,
Basketball_temporal/1999,Basketball_coarse,310,3385,0.03533771792462679,A0,none,0.1325253589777368,0.5197769108146119,7042.0,0.11741995811462402,0.10827517509460449,1.1920928955078125e-06,0.009131193161010742,1258,2127,2127,0,0,,,,,,False,ok,
Basketball_temporal/1999,Basketball_coarse,310,3385,0.03533771792462679,A1_topo,topo,0.13348514217964882,0.5170186132184704,7093.0,0.12353253364562988,0.10889029502868652,0.005095958709716797,0.009531497955322266,1258,2127,2523,396,392|4|0,,,,,,True,ok,
Basketball_temporal/1999,Basketball_coarse,310,3385,0.03533771792462679,A2_topo,topo,0.13348514217964882,0.50967275384193,7093.0,0.2117912769317627,0.10868287086486816,0.005079746246337891,0.09801459312438965,1258,2127,2523,396,392|4|0,,,,,,True,ok,
Basketball_temporal/1999,Basketball_coarse,310,3385,0.03533771792462679,B1_reach,reach,0.10915181511940832,0.5327477724875295,5800.0,0.177293062210083,0.10847043991088867,0.05944490432739258,0.009365320205688477,1258,2127,2608,481,481,,1258,481,777,True,True,ok,
Basketball_temporal/1999,Basketball_coarse,310,3385,0.03533771792462679,B2_reach,reach,0.10915181511940832,0.5225606155722685,5800.0,0.26372194290161133,0.10831999778747559,0.05918121337890625,0.0962076187133789,1258,2127,2608,481,481,,1258,481,777,True,True,ok,
Basketball_temporal/2000,Basketball_coarse,318,3475,0.03447215443525187,A0,none,0.11411820227982285,0.5086285517560487,6287.0,0.135573148727417,0.12592458724975586,1.430511474609375e-06,0.009635210037231445,1189,2286,2286,0,0,,,,,,False,ok,
Basketball_temporal/2000,Basketball_coarse,318,3475,0.03447215443525187,A1_topo,topo,0.11371887025339432,0.505364408648139,6265.0,0.14165616035461426,0.12652587890625,0.005323648452758789,0.009792089462280273,1189,2286,2664,378,369|7|2,,,,,,True,ok,
Basketball_temporal/2000,Basketball_coarse,318,3475,0.03447215443525187,A2_topo,topo,0.11371887025339432,0.49715603835360206,6265.0,0.2314000129699707,0.12593674659729004,0.0053179264068603516,0.10013079643249512,1189,2286,2664,378,369|7|2,,,,,,True,ok,
Basketball_temporal/2000,Basketball_coarse,318,3475,0.03447215443525187,B1_reach,reach,0.09407899513540986,0.5192976220189989,5183.0,0.19011664390563965,0.12596678733825684,0.05851101875305176,0.0056264400482177734,1189,2286,2733,447,447,,1189,447,742,True,True,ok,
Basketball_temporal/2000,Basketball_coarse,318,3475,0.03447215443525187,B2_reach,reach,0.09407899513540986,0.5113405684614751,5183.0,0.2830026149749756,0.12569975852966309,0.058203697204589844,0.09908390045166016,1189,2286,2733,447,447,,1189,447,742,True,True,ok,
Basketball_temporal/2001,Basketball_coarse,318,3405,0.033777751324325936,A0,none,0.11630081148797726,0.48513298074472144,6220.0,0.1309800148010254,0.12145090103149414,1.9073486328125e-06,0.009512186050415039,1171,2234,2234,0,0,,,,,,False,ok,
Basketball_temporal/2001,Basketball_coarse,318,3405,0.033777751324325936,A1_topo,topo,0.11633820724729815,0.4848054994373033,6222.0,0.1356663703918457,0.12080073356628418,0.0052340030670166016,0.009618043899536133,1171,2234,2626,392,383|8|1,,,,,,True,ok,
Basketball_temporal/2001,Basketball_coarse,318,3405,0.033777751324325936,A2_topo,topo,0.11633820724729815,0.4769909435484458,6222.0,0.2302863597869873,0.12263035774230957,0.005316972732543945,0.10232424736022949,1171,2234,2626,392,383|8|1,,,,,,True,ok,
Basketball_temporal/2001,Basketball_coarse,318,3405,0.033777751324325936,B1_reach,reach,0.09947271979357541,0.49641973739367024,5320.0,0.18549585342407227,0.1210165023803711,0.05897116661071777,0.00549626350402832,1171,2234,2698,464,464,,1171,464,707,True,True,ok,
Basketball_temporal/2001,Basketball_coarse,318,3405,0.033777751324325936,B2_reach,reach,0.09947271979357541,0.4892993733421754,5320.0,0.27608203887939453,0.12081289291381836,0.05916023254394531,0.09609317779541016,1171,2234,2698,464,464,,1171,464,707,True,True,ok,
Basketball_temporal/2002,Basketball_coarse,321,3505,0.034121884735202494,A0,none,0.12838597381876202,0.5098657750039659,7081.0,0.1213836669921875,0.11169266700744629,2.6226043701171875e-06,0.009673595428466797,1263,2242,2242,0,0,,,,,,False,ok,
Basketball_temporal/2002,Basketball_coarse,321,3505,0.034121884735202494,A1_topo,topo,0.12793269753780323,0.5077434033067316,7056.0,0.12657427787780762,0.1113591194152832,0.0053102970123291016,0.009891986846923828,1263,2242,2634,392,379|13|0,,,,,,True,ok,
Basketball_temporal/2002,Basketball_coarse,321,3505,0.034121884735202494,A2_topo,topo,0.12793269753780323,0.5027807020574384,7056.0,0.2929987907409668,0.11133193969726562,0.005296468734741211,0.17635345458984375,1263,2242,2634,392,379|13|0,,,,,,True,ok,
Basketball_temporal/2002,Basketball_coarse,321,3505,0.034121884735202494,B1_reach,reach,0.1078253617144722,0.5091947790425694,5947.0,0.1824631690979004,0.11144256591796875,0.06537890434265137,0.005629777908325195,1263,2242,2704,462,462,,1263,462,801,True,True,ok,
Basketball_temporal/2002,Basketball_coarse,321,3505,0.034121884735202494,B2_reach,reach,0.1078253617144722,0.5024640734830979,5947.0,0.2803323268890381,0.11215448379516602,0.06607961654663086,0.10207986831665039,1263,2242,2704,462,462,,1263,462,801,True,True,ok,
Basketball_temporal/2003,Basketball_coarse,327,3560,0.03339524586780736,A0,none,0.12864981922956928,0.5108316932012732,7010.0,0.1260974407196045,0.11606049537658691,1.430511474609375e-06,0.01002192497253418,1297,2263,2263,0,0,,,,,,False,ok,
Basketball_temporal/2003,Basketball_coarse,327,3560,0.03339524586780736,A1_topo,topo,0.12747527023802968,0.5120597459460867,6946.0,0.13152480125427246,0.11588692665100098,0.005404949188232422,0.010220050811767578,1297,2263,2698,435,425|9|1,,,,,,True,ok,
Basketball_temporal/2003,Basketball_coarse,327,3560,0.03339524586780736,A2_topo,topo,0.12747527023802968,0.5056468611072997,6946.0,0.22650551795959473,0.1162571907043457,0.005379676818847656,0.10485339164733887,1297,2263,2698,435,425|9|1,,,,,,True,ok,
Basketball_temporal/2003,Basketball_coarse,327,3560,0.03339524586780736,B1_reach,reach,0.10699407219805833,0.5061352581712455,5830.0,0.20179486274719238,0.11575794219970703,0.07576727867126465,0.01025533676147461,1297,2263,2775,512,512,,1297,512,785,True,True,ok,
Basketball_temporal/2003,Basketball_coarse,327,3560,0.03339524586780736,B2_reach,reach,0.10699407219805833,0.500897334106028,5830.0,0.29611635208129883,0.11631441116333008,0.07543730735778809,0.10434913635253906,1297,2263,2775,512,512,,1297,512,785,True,True,ok,
Basketball_temporal/2004,Basketball_coarse,326,3527,0.03328928739971685,A0,none,0.12212871564255193,0.4867442863883795,6545.0,0.12248063087463379,0.11266469955444336,1.6689300537109375e-06,0.009802103042602539,1208,2319,2319,0,0,,,,,,False,ok,
Basketball_temporal/2004,Basketball_coarse,326,3527,0.03328928739971685,A1_topo,topo,0.12175551865051967,0.4842757066503308,6525.0,0.1283280849456787,0.11281228065490723,0.005391359329223633,0.010110139846801758,1208,2319,2718,399,396|3|0,,,,,,True,ok,
Basketball_temporal/2004,Basketball_coarse,326,3527,0.03328928739971685,A2_topo,topo,0.12175551865051967,0.4767159314377929,6525.0,0.21941924095153809,0.11270809173583984,0.005419015884399414,0.10127782821655273,1208,2319,2718,399,396|3|0,,,,,,True,ok,
Basketball_temporal/2004,Basketball_coarse,326,3527,0.03328928739971685,B1_reach,reach,0.10703289731484764,0.5003998529252239,5736.0,0.18296480178833008,0.11261415481567383,0.06461024284362793,0.005728006362915039,1208,2319,2778,459,459,,1208,459,749,True,True,ok,
Basketball_temporal/2004,Basketball_coarse,326,3527,0.03328928739971685,B2_reach,reach,0.10703289731484764,0.49367100366651545,5736.0,0.27590417861938477,0.11319994926452637,0.06479191780090332,0.09789752960205078,1208,2319,2778,459,459,,1208,459,749,True,True,ok,
Basketball_temporal/2005,Basketball_coarse,330,3622,0.03336096527585889,A0,none,0.12289370328138857,0.5143078072461887,6790.0,0.15494370460510254,0.14474081993103027,1.1920928955078125e-06,0.010189533233642578,1244,2378,2378,0,0,,,,,,False,ok,
Basketball_temporal/2005,Basketball_coarse,330,3622,0.03336096527585889,A1_topo,topo,0.12327378689978462,0.5111901178878028,6811.0,0.16054987907409668,0.14467144012451172,0.0055353641510009766,0.010329961776733398,1244,2378,2751,373,367|5|1,,,,,,True,ok,
Basketball_temporal/2005,Basketball_coarse,330,3622,0.03336096527585889,A2_topo,topo,0.12327378689978462,0.5045613872210781,6811.0,0.25223469734191895,0.1439800262451172,0.00551152229309082,0.10272717475891113,1244,2378,2751,373,367|5|1,,,,,,True,ok,
Basketball_temporal/2005,Basketball_coarse,330,3622,0.03336096527585889,B1_reach,reach,0.10206150114930046,0.5151460821660918,5639.0,0.2227463722229004,0.14474153518676758,0.07204580307006836,0.005944490432739258,1244,2378,2844,466,466,,1244,466,778,True,True,ok,
